court_id,name,address,city_code,dist_code,latitude,longtitude,phone,logo_url,description,open_status,geometry
203,潮州高中排球場(館),屏東縣潮洲鎮中山路11號,10013,,22.54885467,120.5463084,08-7882017#304,https://az804957.vo.msecnd.net/photogym/20140610113226_DSC01358.JPG,排球場(館),PAID,
204,內湖高中活動中心,臺北市內湖區紫陽里文德路218號,63000,63000100,25.07823331,121.5869915,02-27977035#206,https://az804957.vo.msecnd.net/photogym/20140529114640_ICVO0TCN63TCICKOVP8S.jpg,"籃球場,羽球場(館),排球場(館)",CLOSE,
205,六合國小風雨教室,雲林縣莿桐鄉六合村東興路63號,10009,10009090,23.7684035,120.5628276,05-5712810,https://az804957.vo.msecnd.net/photogym/20140610121332_SDC11988-s.jpg,排球場(館),PAID,
206,平和國小綜合球場,花蓮縣壽豐鄉平和路34號,10015,10015060,23.88371873,121.5195823,03-8661223#203,https://az804957.vo.msecnd.net/photogym/20140610122415_ISCSBA9HIKCWTSD51MQR.JPG,排球場(館),CLOSE,
207,南崗國中活動中心（中正館）,南投縣南投市大庄路94號,10008,10008010,23.89560314,120.6839508,049-2222460#233,https://az804957.vo.msecnd.net/photogym/20140610123037_活動中心-外部.JPG,"羽球場(館),桌球場(館),排球場(館)",FREE,
208,鹿野國中籃球場,臺東縣鹿野鄉龍田村光榮路38號,10014,10014050,22.90763545,121.134755,08-9551006,https://az804957.vo.msecnd.net/photogym/20140610132314_鹿野國中運動場館鳥瞰圖.jpg,"籃球場,排球場(館)",PAID,
209,中央大學附屬中壢高中田徑場,桃園市中壢區三光路115號,68000,68000020,24.96378418,121.2104223,03-4932181#34,https://az804957.vo.msecnd.net/photogym/20140610133420_DSC03028.JPG,"田徑場,足球場,排球場(館)",FREE,
210,三江國小環形/直線慢跑道(非田徑場型),嘉義縣東石鄉三家村16號,10010,10010090,23.47120559,120.1743445,05-3732634,https://az804957.vo.msecnd.net/photogym/20140610141300_DSC_0034_1.jpg,"籃球場,足球場,田徑場",FREE,
211,中臺科技大學排球場,臺中市北屯區廍子路666號,66000,66000080,24.17344833,120.7353982,(04)22391647,https://az804957.vo.msecnd.net/photogym/20140610144817_33.JPG,排球場(館),FREE,
212,褒忠國小活動中心,雲林縣褒忠鄉埔姜村中勝路72號,10009,10009150,23.70114796,120.3100455,05-6341219#046,https://az804957.vo.msecnd.net/photogym/20140606150002_DSCN4781.JPG,"排球場(館),籃球場",PAID,
213,暨南國際大學體育館,南投縣埔里鎮大學路1號,10008,10008020,23.95046914,120.9271574,049-2910960#3752,https://az804957.vo.msecnd.net/photogym/20140603111527_02.jpg,"籃球場,羽球場(館),排球場(館),桌球場(館),舞蹈教室,游泳池(館),健身房(含重量訓練室)",PAID,
214,臺灣科技大學排球場(館),臺北市大安區基隆路四段43號,63000,63000030,25.01463568,121.5432715,02-27376912,https://az804957.vo.msecnd.net/photogym/20140610151524_DSC04701.JPG,排球場(館),CLOSE,
215,暨南國際大學戶外球場,南投縣埔里鎮大學路1號,10008,10008020,23.94827279,120.9266424,049-2910960#3751,https://az804957.vo.msecnd.net/photogym/20140610160012_IMG_1516.JPG,"排球場(館),網球場(館),籃球場",PAID,
216,彰化女中田徑場,彰化縣彰化市光復路62號,10007,10007010,24.08197588,120.5435532,04-7240042#1306,https://az804957.vo.msecnd.net/photogym/20140610152848_nEO_IMG_IMAG5681.jpg,"排球場(館),籃球場,田徑場",CLOSE,
217,長庚大學薄膜球場,桃園市龜山區文化一路259號,68000,68000070,25.03245065,121.3900466,(03)2118800*2107,https://az804957.vo.msecnd.net/photogym/20140610161950_P6130628 (800x600).jpg,"籃球場,排球場",CLOSE,
218,南崗國中排球場,南投縣南投市大庄路94號,10008,10008010,23.89573066,120.6846803,049-2222460#252,https://az804957.vo.msecnd.net/photogym/20140610162920_DSC00643.JPG,排球場,PAID,
219,東華大學體育館,花蓮縣壽豐鄉志學村大學路二段1-32號,10015,10015060,23.9000076,121.5380861,(03)8632619,https://az804957.vo.msecnd.net/photogym/20140609162207_IMAG1448.jpg,"籃球場,羽球場(館),排球場(館)",PAID,
220,瑞峰國小籃球場,新竹縣竹東鎮上坪里43號,10004,10004020,24.66131918,121.1220682,03-5949052#120,https://az804957.vo.msecnd.net/photogym/20140608160407_IMG_8156.jpg,"籃球場,排球場(館),躲避球場",FREE,
221,慈濟高中活動中心,臺南市安平區建平五街111號,67000,67000360,22.98735756,120.1787662,06-2932323#321,https://az804957.vo.msecnd.net/photogym/20140606085253_D1020048.JPG,"籃球場,排球場",CLOSE,
222,新民高中田徑場,臺中市北區三民路三段289號,66000,66000050,24.1585631,120.6866962,04-22334105#6414,https://az804957.vo.msecnd.net/photogym/20140603105815_DSCF0003.JPG,"田徑場,籃球場,排球場(館),網球場(館)",CLOSE,
223,鹽洲國小田徑場,屏東縣新園鄉鹽埔村鹽洲路379號,10013,10013170,22.48786582,120.4401863,08-8322975,https://az804957.vo.msecnd.net/photogym/20140611104828_假日開放.jpg,"田徑場,籃球場,排球場(館)",FREE,
224,新明國中活動中心,桃園市中壢區中正路487巷18號,68000,68000020,24.95649129,121.212523,03-4936194,https://az804957.vo.msecnd.net/photogym/20140611104322_H:\呂理昌資料庫\體育行政\場地照片\活動中心.JPG,"田徑場,靶場/射擊場,籃球場,排球場(館),棒、壘球打擊練習場,桌球場(館),羽球場(館),健身房(含重量訓練室)",FREE,
225,花蓮縣立體育館,花蓮市達固湖灣大路23號,,,24.00495408,121.5852857,03-8580686,https://az804957.vo.msecnd.net/photogym/20140611103631_全景.jpg,"籃球場,羽球場(館),排球場(館)",CLOSE,
226,明新科技大學排球場,新竹縣新豐鄉新興路1號,10004,10004060,24.8622973,120.988403,03-5593142#2343,https://az804957.vo.msecnd.net/photogym/20140611115930_DSCN0183.JPG,排球場,CLOSE,
227,大林國中排球場(館),嘉義縣大林鎮大糖里中學路1號,10010,10010040,23.60984093,120.4533505,05-2652014,https://az804957.vo.msecnd.net/photogym/20140611115159_DSCN6851.JPG,排球場(館),FREE,
228,明新科技大學沙灘排球場,新竹縣新豐鄉新興路1號,10004,10004060,24.86214641,120.9870243,03-5593142#2343,https://az804957.vo.msecnd.net/photogym/20140611120512_DSCN0193.JPG,沙灘排球場,CLOSE,
229,大安國小活動中心,桃園市八德區大安里和平路638號,68000,68000080,24.95634052,121.314801,03-3661419,https://az804957.vo.msecnd.net/photogym/20140611114509_活動中心1.jpg,"羽球場(館),排球場(館)",CLOSE,
230,北港鎮立體育館,65145雲林縣北港鎮成功路1號,,,23.57682014,120.3056896,05-7821799,https://az804957.vo.msecnd.net/photogym/20140610152117_DSCN4919.JPG,"籃球場,羽球場,排球場,桌球場",FREE,
231,松山工農學生活動中心,臺北市信義區忠孝東路5段236巷15號,63000,63000020,25.03912171,121.5721992,02-27226616,https://az804957.vo.msecnd.net/photogym/20140611140822_DSC_0847.jpg,"籃球場,羽球場(館),排球場(館),桌球場(館),健身房(含重量訓練室),舞蹈教室,游泳池(館)",CLOSE,
232,排路國小排球場(館),嘉義縣大林鎮排路里231號,10010,10010040,23.61051433,120.4226661,05-2694974,https://az804957.vo.msecnd.net/photogym/20140611145812_排路國小籃球場(全景).JPG,"籃球場,網球場,排球場",FREE,
233,慈濟高中網球場,臺南市安平區建平五街111號,67000,67000360,22.98755852,120.1786816,06-2932323#410,https://az804957.vo.msecnd.net/photogym/20140611144453_F:\場地設備\1000218\SNV31022.JPG,"網球場,排球場",FREE,
234,銘傳大學體育一館,桃園市龜山區大同村德明路5號,68000,68000070,24.98413081,121.3423151,03-3507001#3523,https://az804957.vo.msecnd.net/photogym/20140611134540_IMG_2098.JPG,"籃球場,羽球場(館),桌球場(館),排球場(館)",PAID,
235,暨大附中室外排球場,南投縣埔里鎮鐵山路1-6號,10008,10008020,23.9732454,120.9447653,049-2913483#317,https://az804957.vo.msecnd.net/photogym/20140611135916_DSC07036.JPG,排球場,FREE,
236,中興大學排球場(館),臺中市南區興大路145號,66000,66000030,24.11788431,120.674724,04-22840230#208,https://az804957.vo.msecnd.net/photogym/20140611163018_NFOZ8SHG2KQI05J79TW9.jpg,排球場(館),FREE,
237,銘傳大學體育二館,桃園市龜山區大同村德明路5號,68000,68000070,24.98803293,121.3416928,03-3507001#3523,https://az804957.vo.msecnd.net/photogym/20140611144641_IMG_2102.JPG,"籃球場,排球場(館),手球場(館)",PAID,
238,銘傳大學室外籃球場,桃園市龜山區大同村德明路5號,68000,68000070,24.98369951,121.3429239,03-3507001#3523,https://az804957.vo.msecnd.net/photogym/20140611164947_10.jpg,"排球場(館),籃球場",PAID,
239,林森國小田徑場,嘉義市東區林森東路346號,10020,10020010,23.48910014,120.4660127,05-2762063#113,https://az804957.vo.msecnd.net/photogym/20140611164353_操場2.jpg,"田徑場,籃球場,排球場(館)",FREE,
240,雲林科技大學室外排球場,雲林縣斗六市大學路三段123號,10009,10009010,23.69209369,120.5364293,05-5342601#2705,https://az804957.vo.msecnd.net/photogym/20140611213417_IMG_3756.JPG,排球場(館),FREE,
241,橋頭國小活動中心,雲林縣麥寮鄉橋頭村仁德路248號,10009,10009130,23.79770943,120.2736747,05-6912358#230,https://az804957.vo.msecnd.net/photogym/20140612074214_DSC05690.JPG,"排球場(館),羽球場(館)",CLOSE,
242,新營高工籃球場,臺南市新營區中正路68號,67000,67000010,23.31401572,120.3175449,06-6322377,https://az804957.vo.msecnd.net/photogym/20140612085011_DSC_0472.JPG,"籃球場,排球場",FREE,
243,鳳新高中排球場(館),高雄市鳳山區新富路257號,64000,64000120,22.61369395,120.3421408,07-7658288,https://az804957.vo.msecnd.net/photogym/20140612093705_10356725_10152473353088158_359325966679296879_n.jpg,排球場(館),FREE,
244,鹿野國中體育館,臺東縣鹿野鄉龍田村光榮路38號,10014,10014050,22.90706719,121.1339879,089-551006,https://az804957.vo.msecnd.net/photogym/20140610131656_鹿野國中運動場館鳥瞰圖.jpg,"籃球場,羽球場(館),排球場(館)",PAID,
245,家齊女中田徑場附設籃、排球場,臺南市中西區健康路一段342號,67000,67000370,22.9820652,120.2009064,06-2133265#2230,https://az804957.vo.msecnd.net/photogym/20140612103338_ZJL29MLYSX30UCLKSD6Z.jpg,"田徑場,籃球場,排球場(館)",CLOSE,
246,交通大學西區排球場,新竹市東區大學路1001號,10018,10018010,24.78792287,120.9946203,03-5712121#51003,https://az804957.vo.msecnd.net/photogym/20140623215440_西區排球場全景.JPG,西區排球場,FREE,
247,建國國中體育館,雲林縣北港鎮大同路468號,10009,10009060,23.57385046,120.2961516,05-7832724,https://az804957.vo.msecnd.net/photogym/20140624102149_IMAG1120[1].jpg,排球場(館),CLOSE,
248,飛沙國中綜合球場,雲林縣四湖鄉飛沙村大同路81號,10009,10009180,23.64256838,120.1737303,05-7723218,https://az804957.vo.msecnd.net/photogym/20140624111528_運動場館照 001.jpg,"排球場(館),籃球場",CLOSE,
249,山內國小綜合球場,雲林縣元長鄉山內村南山路3號,10009,10009170,23.67810253,120.3117996,05-7882152,https://az804957.vo.msecnd.net/photogym/20140624152056_P1400880.JPG,"排球場,籃球場",FREE,
250,斗六國中網球場(館),雲林縣斗六市育英北街69號,10009,10009010,23.71366179,120.550999,05-5323296#204,https://az804957.vo.msecnd.net/photogym/20140619105603_IMG_0474.jpg,"網球場(館),排球場(館)",FREE,
251,交通大學博愛校區排球場,新竹市東區博愛街75號,10018,10018010,24.79806702,120.9837413,03-5712121#51003,https://az804957.vo.msecnd.net/photogym/20140624223212_博愛排球場全景.JPG,博愛校區排球場,FREE,
252,北港高中風雨球場,雲林縣北港鎮成功路26號,10009,10009060,23.57920959,120.3039783,05-7821411#307,https://az804957.vo.msecnd.net/photogym/20140625101323_IMAG0188.jpg,"排球場(館),籃球場",FREE,
253,竹仁國小網球場(館),新竹縣竹北市竹仁里豆子埔62之2號,10004,10004010,24.83636363,121.01331,03-5552472#12,https://az804957.vo.msecnd.net/photogym/20140609104451_IMG_1017.jpg,網球場(館),FREE,
254,二崙國中排球場(館),雲林縣二崙鄉崙西村中正路88號,10009,10009110,23.77257644,120.407635,05-5982020#132,https://az804957.vo.msecnd.net/photogym/20140625112925_IMAG0070po.jpg,排球場(館),FREE,
255,二崙國中排球場(館),雲林縣二崙鄉崙西村中正路88號,10009,10009110,23.7737203,120.4073399,05-5982020#132,https://az804957.vo.msecnd.net/photogym/20140625151353_IMAG0060po.jpg,排球場(館),FREE,
256,員林高中排球場(館),彰化縣員林市靜修路79號,10007,10007100,23.9604601,120.563482,04-8320364#320,https://az804957.vo.msecnd.net/photogym/20140626091838_IMG_8175.JPG,排球場(館),FREE,
257,頭份國中活動中心,苗栗縣頭份鎮中央路275號,10005,,24.69107586,120.9014189,03-7663207#501,https://az804957.vo.msecnd.net/photogym/20140617084954_DSC09342.JPG,"籃球場,羽球場(館),排球場(館)",CLOSE,
258,大溪國中田徑場,桃園市大溪區民權東路210號,68000,68000030,24.87985708,121.2967014,03-3882024#315,https://az804957.vo.msecnd.net/photogym/20140620104551_DSC05397.JPG,"田徑場,排球場(館)",FREE,
259,大有國小活動中心,雲林縣崙背鄉大有村一鄰14號,10009,10009120,23.76358727,120.3087473,05-6962741#13,https://az804957.vo.msecnd.net/photogym/20140626130127_DSC00195.JPG,排球場(館),CLOSE,
260,臺灣海洋大學祥豐網排球場,基隆市中正區北寧路2號,10017,10017010,25.15082038,121.772579,02-24622192#2214,https://az804957.vo.msecnd.net/photogym/20140626111428_祥豐網排球場.JPG,"網球場(館),排球場(館)",FREE,
261,南湖國小學生活動中心,苗栗縣大湖鄉義和村南昌路5號,10005,10005080,24.39825665,120.8661801,037-991462#13,https://az804957.vo.msecnd.net/photogym/20140626145703_學生活動中心.JPG,"籃球場,排球場(館)",PAID,
262,大同國小綜合球場,嘉義縣朴子市文化南路,10010,10010020,23.45976723,120.2405119,05-2949036#034,https://az804957.vo.msecnd.net/photogym/20140624140616_P1140669.JPG,"籃球場,排球場(館)",FREE,
263,馬偕醫護管理專科學校體育館,臺北市北投區聖景路92號,63000,63000120,25.12286703,121.4644575,02-28584180#2145,https://az804957.vo.msecnd.net/photogym/20140627130210_C:\Documents and Settings\user\桌面\運動地圖\運動地圖-雙校區場地照片\關渡\羽球\DSC_6523-1.JPG,"羽球場(館),排球場(館)",CLOSE,
264,鳳山沙灘排球場,高雄市鳳山區大明路,64000,64000120,22.61540733,120.33948,07-8224646,https://az804957.vo.msecnd.net/photogym/20140619104517_20130419_152906.jpg,鳳山沙灘排球場,FREE,
265,大愛籃排球場,高雄市杉林區,64000,64000340,22.96590114,120.5459189,07-7229449#678,https://az804957.vo.msecnd.net/photogym/20140630102525_IMG_0044.JPG,大愛籃排球場,FREE,
266,景山國小籃球場,苗栗縣卓蘭鎮景山里5鄰88號,10005,10005070,24.35283484,120.8649536,04-25921221,https://az804957.vo.msecnd.net/photogym/20140630153005_CAM01477.jpg,"籃球場,網球場(館),羽球場(館),排球場(館)",FREE,
267,前鎮國中排球館,高雄市前鎮區新衙路17號,64000,,22.58243342,120.3225875,07-8217677#22,https://az804957.vo.msecnd.net/photogym/20140627150822_20140627_145842.jpg,排球場(館),PAID,
268,新竹國小綜合球場,新竹市東區興學街106號,10018,10018010,24.79641129,120.9663123,03-5222153#262,https://az804957.vo.msecnd.net/photogym/20140606092957_1.jpg,"羽球場(館),排球場(館)",PAID,
269,蘭嶼高中活動中心,臺東縣蘭嶼鄉椰油村37號,10014,10014160,22.04887487,121.5112366,089-732016,https://az804957.vo.msecnd.net/photogym/20140613085143_IMG_8508.JPG,"籃球場,排球場(館),羽球場(館)",CLOSE,
270,臺南大學排球場(館),臺南市中西區樹林街二段33號,67000,67000370,22.98376512,120.208481,06-2133111#341,https://az804957.vo.msecnd.net/photogym/20140625161125_C:\Users\user\Desktop\運動場館照片\排球場1新.JPG,排球場(館),CLOSE,
271,快樂國小活力館,桃園市桃園區大有路789號,68000,68000010,25.01902044,121.3154313,03-3580001,https://az804957.vo.msecnd.net/photogym/20140620135024_IMG_3205.jpg,"羽球場(館),籃球場,排球場(館),躲避球場",PAID,
272,東明國中排球場(館),雲林縣斗南鎮中興路111號,10009,10009020,23.67851049,120.4700178,05-5975474#31,https://az804957.vo.msecnd.net/photogym/20140701085904_C:\Documents and Settings\user\桌面\籃球場\DSC00854.JPG,排球場(館),FREE,
273,新興國小遮蔽籃球場,臺東縣金峰鄉新興村一鄰1號,10014,10014140,22.63162642,121.0031042,089-781687#203,https://az804957.vo.msecnd.net/photogym/20140701110543_DSC_0254.jpg,排球場(館),FREE,
274,龍肚國中體育館,高雄市美濃區龍山里中華路68號,64000,64000310,22.87912583,120.5716628,07-6851314,https://az804957.vo.msecnd.net/photogym/20140617133216_IMAG1813.jpg,排球場(館),CLOSE,
275,霧鹿國小籃球場,臺東縣海端鄉利稻村文化路1號,10014,10014120,23.18611398,121.0253638,089-938040,https://az804957.vo.msecnd.net/photogym/20140701104118_IMG_0477.jpg,"排球場(館),籃球場",FREE,
276,海青工商排球場,高雄市左營區左營大路1號,64000,64000030,22.67335721,120.2853477,07-5819155#538,https://az804957.vo.msecnd.net/photogym/20140606154310_P1070826.JPG,排球場,FREE,
277,漳和國中田徑場,新北市中和區廣福路39號,65000,65000030,25.00205902,121.5052056,02-22488616,https://az804957.vo.msecnd.net/photogym/20140616210927_C14_2468.JPG,"風雨操場,籃球場,手球場,田徑場,排球場",FREE,
278,中興商工籃球場,苗栗縣竹南鎮大營路211號,10005,10005040,24.68871683,120.8721828,(03)7467360-307,https://az804957.vo.msecnd.net/photogym/20140612140105_IMG_20140612_135020[1].jpg,排球場(館),FREE,
279,鳳西國民中學排球場(館),高雄市鳳山區興中里光華路69號,64000,64000120,22.61981447,120.352875,07-7463452#31,https://az804957.vo.msecnd.net/photogym/20140702092656_SAM_0169.jpg,排球場,CLOSE,
280,西螺國中籃球場,雲林縣西螺鎮興農西路217號,10009,10009040,23.79257033,120.462513,05-5863522,https://az804957.vo.msecnd.net/photogym/20140630104248_籃球1.JPG,排球場(館),FREE,
281,頭洲國小活動中心,桃園市新屋區中山東路二段668巷64號,68000,68000110,24.96364047,121.1414552,03-4901204,https://az804957.vo.msecnd.net/photogym/20140702153818_IMG_1679-1.JPG,"羽球場(館),排球場(館)",CLOSE,
282,玉里國中排球場(館),花蓮縣玉里鎮民族街30號,10015,10015030,23.33563598,121.3115019,03-8882054#13,https://az804957.vo.msecnd.net/photogym/20140702161539_IMG_0634.jpg,排球場(館),FREE,
283,黎明技術學院綜合運動場,新北市泰山區黎專路2之2號,65000,65000160,25.06631916,121.4209843,02-29097811#1251,https://az804957.vo.msecnd.net/photogym/20140603101616_DSC06096.JPG,"籃球場,排球場(館),網球場(館)",CLOSE,
284,花蓮縣立中正體育館,花蓮縣花蓮市民權里公園路53號,10015,10015010,23.97798897,121.6131055,03-8580686,https://az804957.vo.msecnd.net/photogym/20140611151611_全景.jpg,"籃球場,排球場(館)",CLOSE,
285,卓蘭國小活動中心,苗栗縣卓蘭鎮新厝里中山路125號,10005,10005070,24.31239314,120.8247399,04-25892008#723,https://az804957.vo.msecnd.net/photogym/20140616143153_2014-06-16 08.41.03.jpg,"羽球場(館),排球場(館)",CLOSE,
286,實踐大學體育館(臺北校區),臺北市中山區大直街70號,63000,63000040,25.08457119,121.5456258,02-25381111#3811,https://az804957.vo.msecnd.net/photogym/20140617182508_體育館日.JPG,"籃球場,桌球場(館),排球場(館),羽球場(館),健身房(含重量訓練室),體適能中心,舞蹈教室",PAID,
287,實踐大學體育館(高雄校區),高雄市內門區大學路200號,64000,64000350,22.90517463,120.4667287,07-6678888#3261,https://az804957.vo.msecnd.net/photogym/20140617160150_體育館外觀.JPG,"羽球場(館),籃球場,排球場(館),健身房,韻律教室",CLOSE,
288,精誠高中操場,彰化縣彰化市林森路200號,10007,10007010,24.07246456,120.5277658,(04)7622790,https://az804957.vo.msecnd.net/photogym/20140618164841_P1020043.JPG,"田徑場,籃球場,排球場(館)",FREE,
289,樹人醫護管理專科學校排球場,高雄市路竹區環球路452號,64000,64000240,22.88329219,120.2635735,07-6979333,https://az804957.vo.msecnd.net/photogym/20140618172019_排球場全景.JPG,排球場(館),FREE,
290,振聲高中操場,桃園市桃園區復興路439號,68000,68000010,24.99061922,121.3022129,03-3322605#1351,https://az804957.vo.msecnd.net/photogym/20140619144210_53872.jpg,"田徑場,半場籃球場,排球場",CLOSE,
291,海星高中田徑場,花蓮縣新城鄉嘉新村嘉新路36號,10015,10015040,24.00746309,121.6132879,03-8242588,https://az804957.vo.msecnd.net/photogym/20140619162246_海星鳥瞰圖.jpg,"排球場(館),籃球場,健身房(含重量訓練室)",CLOSE,
292,陽明大學活動中心,臺北市北投區立農街二段155號,63000,63000120,25.1216217,121.5142487,02-28267000#2169,https://az804957.vo.msecnd.net/photogym/20140620141950_CIMG0740.JPG,"排球場(館),桌球場(館),韻律教室,籃球場,羽球場(館),健身房(含重量訓練室),心肺功能室",CLOSE,
293,陽明大學山下球場,臺北市北投區立農街二段155號,63000,63000120,25.11978395,121.5137203,02-28267000#2169,https://az804957.vo.msecnd.net/photogym/20140620161711_CIMG0744.JPG,"籃球場,排球場(館),網球場(館)",FREE,
294,陽明大學山頂運動場,臺北市北投區立農街二段155號,63000,63000120,25.12518658,121.514883,02-28267000#2169,https://az804957.vo.msecnd.net/photogym/20140620163000_CIMG0734.JPG,"田徑場,籃球場,排球場(館),足球場",FREE,
295,高雄科技大學建工校區排球場(館),高雄市三民區建工路415號,64000,64000050,22.64780399,120.3292018,07-3814526#13536,https://az804957.vo.msecnd.net/photogym/20140701091014_照片.JPG,排球場(館),FREE,
296,鎮南國小室外綜合球場,雲林縣斗六市社口里南揚街60號,10009,10009010,23.69899774,120.5401871,05-6341109#036,https://az804957.vo.msecnd.net/photogym/20140702152104_SAM_6204.JPG,"網球場(館),排球場(館),籃球場(館)",CLOSE,
297,永安國小永安館,臺中市西屯區西屯路三段133號,66000,66000060,24.18411683,120.6250226,04-24624470#731,https://az804957.vo.msecnd.net/photogym/20140717141602_永安館_壓縮.jpg,"羽球場(館),排球場(館)",PAID,
298,富春國小體操館,臺中市豐原區豐西里中山路455號,66000,66000090,24.25191434,120.7129025,04-25222542#724,https://az804957.vo.msecnd.net/photogym/20140718101433_DSC00512.JPG,"體操館,籃球場",FREE,
299,金門大學排球場(館),金門縣金寧鄉大學路1號,9020,9020040,24.44695845,118.3223378,082-313802,https://az804957.vo.msecnd.net/photogym/20140718134722_IMG_3740.JPG,排球場(館),FREE,
300,東峰國中排球場(館),臺中市東區仁和路330號,66000,66000020,24.12510592,120.6871641,04-22825133#731,https://az804957.vo.msecnd.net/photogym/20140718150659_DSCN7987.JPG,排球場(館),FREE,
301,埤頭國中綜合球場,彰化縣埤頭鄉崙腳村中學路67號,10007,10007220,23.88009875,120.4611102,04-8922004#39,https://az804957.vo.msecnd.net/photogym/20140718160406_綜合球場.JPG,排球場,FREE,
302,景文高中排球場,臺北市文山區木新里保儀路127號,63000,63000080,24.98543724,121.568259,02-29390310,https://az804957.vo.msecnd.net/photogym/20140709133437_DSC_0039.JPG,排球場(館),CLOSE,
303,向上國中排球場,臺中市西區美村路一段389號,66000,66000040,24.14291093,120.6623161,04-23726085,https://az804957.vo.msecnd.net/photogym/20140723113802_K5JC4072.JPG,排球場(館),CLOSE,
304,達人女中籃球場,臺北市內湖區內湖路二段314號,63000,63000100,25.0812481,121.5877104,02-27956899#401,https://az804957.vo.msecnd.net/photogym/20140610105853_操場.JPG,排球場(館),CLOSE,
305,馬偕醫學院多功能活動中心,新北市三芝區中正路三段46號,65000,65000210,25.2548655,121.4942729,02-26360303#5013,https://az804957.vo.msecnd.net/photogym/20140703144529__IGP1049.JPG,"籃球場(館),排球場(館),羽球場(館),桌球場(館)",CLOSE,
306,曾文家商籃排球場,臺南市麻豆區和平路9號,67000,67000070,23.17797242,120.2460265,06-5722079#305,https://az804957.vo.msecnd.net/photogym/20140603163918_IMG_34591.JPG,"籃球場,排球場",FREE,
307,慈明高中排球場(館),臺中市太平區光德路388號,66000,66000270,24.10520758,120.7272524,04-22713911#204,https://az804957.vo.msecnd.net/photogym/20140703155938_DSC_0981.jpg,排球場(館),CLOSE,
308,六信高中籃球場,臺南市南區新都路20號,67000,67000330,22.97384317,120.2019471,(06)2619885,https://az804957.vo.msecnd.net/photogym/20140703180506_IMG_20140703_181103.jpg,"籃球場,半場籃球場,排球場(館),躲避球場",FREE,
309,聖功女中云和館,臺南市北區北園街87巷64號,67000,67000340,23.01611379,120.2226859,(06)2740126,https://az804957.vo.msecnd.net/photogym/20140703193956_IMG_5389.JPG,"籃球場,羽球場(館),排球場(館),桌球場(館),舞蹈教室",CLOSE,
310,雲林國中排球場,雲林縣斗六市明德路599號,10009,10009010,23.69986962,120.5327171,05-5326071#036,https://az804957.vo.msecnd.net/photogym/20140702144100_IMG_3830.JPG,排球場(館),CLOSE,
311,花壇國中排球場,彰化縣花壇鄉長沙村彰員路二段580號,10007,10007080,24.0303996,120.5507228,04-7862043#45,https://az804957.vo.msecnd.net/photogym/20140707101823_DSC00038.GIF,排球場,FREE,
312,員林國中田徑場,彰化縣員林市南興里南潭路2號,10007,10007100,23.96356312,120.5590779,04-8320873,https://az804957.vo.msecnd.net/photogym/20140707101725_操場全景.JPG,"田徑場,排球場(館)",FREE,
313,太平國小綜合球場,花蓮縣卓溪鄉太平村1鄰2號,10015,10015130,23.40540613,121.3200608,03-8841359,https://az804957.vo.msecnd.net/photogym/20140703141550_籃球場1.jpg,排球場(館),FREE,
314,鹿港國小田徑場,彰化縣鹿港鎮菜園里三民路192號,10007,10007020,24.05252866,120.4331642,04-7772038#131,https://az804957.vo.msecnd.net/photogym/20140707141724_26K4UXCC644SQ2C5HHPD.JPG,"田徑場,籃球場,躲避球場,排球場(館)",FREE,
315,大同國小田徑場,彰化縣伸港鄉大同村彰新路七段724號,10007,10007050,24.16043938,120.4916391,04-7982307,https://az804957.vo.msecnd.net/photogym/20140707141015_DSCN0020.JPG,"田徑場,籃球場,躲避球場,排球場(館)",FREE,
316,鹿港國小活動中心,彰化縣鹿港鎮菜園里三民路192號,10007,10007020,24.05285197,120.4335451,04-7772038,https://az804957.vo.msecnd.net/photogym/20140707142525_DSC01818.JPG,"排球場(館),羽球場(館)",PAID,
317,明台高中田徑場,臺中市霧峰區萊園路91號,66000,66000260,24.06038285,120.704239,04-23393071#313,https://az804957.vo.msecnd.net/photogym/20140707145830_IMG_1352.jpg,"田徑場,籃球場,排球場(館)",FREE,
318,文開國小活動中心,彰化縣鹿港鎮新宮里文開路60號,10007,10007020,24.05660426,120.4289424,04-7772042#713,https://az804957.vo.msecnd.net/photogym/20140707143459_clip_image0021.jpg,"排球場(館),籃球場",CLOSE,
319,東勢國小綜合球場,雲林縣東勢鄉東南村東榮路29巷9號,10009,10009140,23.6739022,120.2563342,05-6991036,https://az804957.vo.msecnd.net/photogym/20140625121753_5.jpg,"籃球場,排球場(館)",FREE,
320,萬來國小網球場(館),彰化縣北斗鎮西德里文賢街35號,10007,10007190,23.87049893,120.522058,04-8882119,https://az804957.vo.msecnd.net/photogym/20140708095142_網球場.jpg,"網球場(館),排球場(館),躲避球場",FREE,
321,二水國中籃球場,彰化縣二水鄉源泉村月眉巷13號,10007,10007180,23.804041,120.6445545,04-8791557#32,https://az804957.vo.msecnd.net/photogym/20140707102431_04.JPG,"籃球場,排球場(館)",FREE,
322,員林國小籃球場,彰化縣員林市三和里三民東街221號,10007,10007100,23.96052383,120.5780303,04-8320145#772,https://az804957.vo.msecnd.net/photogym/20140708103030_B02.jpg,"籃球場,排球場",FREE,
323,嘉義高中籃球場(館),嘉義市東區大雅路二段738號,10020,10020010,23.47802778,120.4636931,05-2762804,https://az804957.vo.msecnd.net/photogym/20140530120516_排.jpg,躲避球場,FREE,
